gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,reading_score,writing_score,math_score
male,group C,high school,free/reduced,none,54,59,34
female,group C,some college,free/reduced,none,57,54,39
female,group C,bachelor's degree,standard,completed,81,84,67
male,group D,master's degree,standard,completed,78,79,63
female,group B,high school,standard,completed,56,52,34
female,group D,high school,free/reduced,completed,59,60,40
male,group E,associate's degree,standard,completed,96,100,77
male,group D,high school,standard,completed,82,82,58
female,group E,some college,free/reduced,none,48,46,27
male,group A,master's degree,free/reduced,none,89,90,76
female,group A,associate's degree,standard,none,100,100,74
male,group E,master's degree,free/reduced,completed,69,67,49
female,group E,master's degree,standard,none,65,50,42
male,group D,some college,standard,completed,63,58,51
female,group E,high school,free/reduced,completed,65,58,49
female,group B,some college,free/reduced,completed,81,80,58
female,group A,high school,free/reduced,none,60,65,48
male,group A,associate's degree,free/reduced,none,81,83,63
female,group E,some college,standard,completed,70,67,69
female,group C,some college,free/reduced,none,61,62,49
male,group C,some high school,free/reduced,completed,75,74,51
male,group E,bachelor's degree,standard,completed,66,68,37
female,group B,some college,standard,none,60,62,58
female,group C,some high school,standard,completed,69,75,56
male,group E,bachelor's degree,free/reduced,completed,69,68,57
male,group B,high school,standard,completed,62,53,53
male,group B,high school,free/reduced,completed,57,50,35
male,group D,high school,free/reduced,none,71,71,49
male,group B,some high school,free/reduced,none,73,71,58
female,group C,some high school,free/reduced,completed,75,78,84
male,group C,bachelor's degree,standard,completed,75,80,54
female,group E,high school,standard,completed,89,89,65
female,group E,master's degree,standard,none,53,46,47
female,group B,some college,standard,none,93,95,81
male,group A,some high school,standard,none,49,50,34
female,group D,some high school,free/reduced,none,88,91,55
female,group A,some high school,free/reduced,none,77,73,57
male,group B,bachelor's degree,free/reduced,completed,62,76,73
female,group B,high school,free/reduced,none,33,24,18
female,group A,master's degree,standard,none,47,47,45
male,group D,some college,free/reduced,completed,60,63,38
female,group A,some college,free/reduced,none,76,80,70
female,group E,high school,free/reduced,completed,61,61,57
female,group C,master's degree,free/reduced,completed,69,72,56
male,group E,bachelor's degree,free/reduced,none,63,67,64
male,group C,some high school,free/reduced,none,72,72,56
male,group B,some high school,standard,none,49,50,59
female,group D,high school,standard,none,66,69,52
female,group A,some college,free/reduced,completed,77,77,58
male,group D,some high school,free/reduced,completed,100,100,83
female,group A,some college,free/reduced,none,82,86,55
female,group E,some college,free/reduced,completed,67,65,55
male,group E,high school,free/reduced,completed,60,56,38
male,group A,associate's degree,standard,completed,76,79,71
female,group D,associate's degree,standard,none,57,57,54
female,group A,associate's degree,free/reduced,completed,72,69,48
female,group B,master's degree,standard,completed,74,71,53
male,group E,high school,free/reduced,completed,67,70,64
male,group B,some college,free/reduced,none,84,81,85
male,group E,some high school,standard,completed,68,75,57
male,group E,master's degree,standard,completed,63,58,56
female,group C,associate's degree,standard,completed,62,59,55
male,group B,bachelor's degree,standard,completed,50,45,45
male,group B,master's degree,free/reduced,completed,48,41,12
male,group C,master's degree,standard,completed,78,74,51
male,group D,high school,standard,completed,92,89,87
male,group B,some high school,standard,none,100,99,71
female,group A,master's degree,free/reduced,none,86,75,62
female,group C,some high school,free/reduced,none,77,71,78
male,group B,high school,free/reduced,none,74,74,54
female,group D,bachelor's degree,standard,none,89,85,70
male,group B,some college,standard,none,64,69,57
male,group E,some college,standard,completed,97,95,88
female,group A,associate's degree,free/reduced,none,69,71,62
female,group C,associate's degree,standard,none,73,71,52
male,group E,bachelor's degree,standard,none,70,74,57
male,group D,some college,free/reduced,none,86,74,61
male,group E,associate's degree,standard,completed,69,69,64
female,group E,some high school,standard,completed,76,83,63
male,group D,master's degree,standard,completed,51,43,39
male,group E,high school,standard,completed,67,70,50
male,group C,associate's degree,free/reduced,none,85,86,88
female,group B,bachelor's degree,free/reduced,completed,57,49,34
male,group E,some college,free/reduced,none,69,70,76
male,group C,bachelor's degree,standard,completed,69,70,53
female,group B,high school,standard,none,61,60,57
male,group B,high school,free/reduced,none,85,90,71
male,group E,bachelor's degree,standard,completed,77,82,51
female,group C,associate's degree,free/reduced,completed,83,87,63
male,group E,associate's degree,free/reduced,completed,85,92,82
female,group D,some college,standard,completed,70,65,43
female,group B,some high school,free/reduced,completed,93,90,47
male,group E,some college,free/reduced,completed,51,47,21
male,group B,master's degree,free/reduced,completed,67,64,52
male,group C,some high school,free/reduced,none,72,69,46
male,group A,master's degree,free/reduced,completed,43,42,34
female,group E,some college,free/reduced,none,91,89,77
male,group E,some high school,standard,none,56,50,48
female,group B,some high school,free/reduced,completed,71,74,61
male,group C,master's degree,free/reduced,none,81,76,83
male,group D,bachelor's degree,standard,completed,100,100,95
male,group C,associate's degree,standard,none,45,49,28
female,group E,some high school,free/reduced,completed,78,72,66
male,group D,some high school,standard,completed,65,64,57
male,group C,master's degree,standard,completed,79,71,48
male,group A,some high school,free/reduced,completed,84,90,64
male,group B,master's degree,standard,completed,76,76,44
female,group C,bachelor's degree,free/reduced,none,71,70,50
male,group C,some high school,free/reduced,completed,54,55,50
female,group A,high school,free/reduced,completed,55,54,54
female,group E,some college,free/reduced,none,82,78,86
female,group B,bachelor's degree,standard,completed,57,56,53
female,group C,high school,free/reduced,none,76,82,67
female,group D,bachelor's degree,standard,completed,89,86,88
female,group C,associate's degree,standard,none,50,56,57
male,group B,bachelor's degree,free/reduced,completed,89,86,64
female,group C,bachelor's degree,free/reduced,completed,89,89,69
female,group A,associate's degree,standard,none,75,84,70
female,group C,some high school,free/reduced,none,60,62,35
male,group C,some college,free/reduced,none,77,78,65
male,group D,high school,free/reduced,none,67,70,59
female,group A,master's degree,standard,none,59,63,56
male,group A,some college,standard,completed,72,67,64
female,group C,bachelor's degree,standard,completed,56,58,42
female,group D,master's degree,standard,none,52,53,46
male,group C,associate's degree,free/reduced,none,61,50,40
female,group C,some college,free/reduced,none,44,45,45
male,group B,some high school,standard,completed,87,82,69
male,group B,high school,standard,completed,77,77,71
female,group D,some college,standard,none,57,61,29
female,group E,some college,standard,completed,62,57,34
male,group B,some high school,standard,none,81,80,67
female,group E,master's degree,free/reduced,completed,89,86,57
female,group A,associate's degree,standard,none,71,76,68
female,group B,some high school,standard,none,66,63,61
male,group B,associate's degree,free/reduced,completed,45,46,41
male,group D,some high school,free/reduced,completed,65,68,50
female,group E,some college,free/reduced,none,52,55,39
male,group B,associate's degree,standard,none,52,47,48
male,group B,master's degree,free/reduced,completed,88,86,75
male,group D,master's degree,standard,none,68,76,48
male,group D,high school,standard,none,72,71,61
male,group E,associate's degree,free/reduced,none,76,81,77
female,group A,high school,standard,none,67,77,63
female,group A,some high school,standard,none,71,70,52
female,group C,bachelor's degree,free/reduced,none,70,74,55
male,group B,master's degree,free/reduced,completed,63,67,48
male,group E,some college,free/reduced,completed,74,67,51
female,group B,master's degree,free/reduced,none,68,70,43
male,group E,bachelor's degree,free/reduced,none,71,78,60
female,group E,some college,free/reduced,completed,70,62,37
female,group E,associate's degree,free/reduced,none,99,98,86
female,group B,associate's degree,free/reduced,completed,84,84,63
male,group D,master's degree,free/reduced,completed,81,80,77
male,group B,some college,free/reduced,none,77,75,50
female,group E,some high school,standard,none,76,70,57
female,group C,some college,standard,none,65,66,53
female,group A,high school,standard,completed,86,82,55
female,group E,bachelor's degree,free/reduced,completed,74,70,62
male,group C,associate's degree,standard,none,78,68,46
male,group D,master's degree,standard,none,65,57,53
female,group E,some college,standard,none,56,63,62
female,group C,associate's degree,standard,completed,87,87,75
male,group E,master's degree,standard,none,71,74,53
male,group B,associate's degree,free/reduced,completed,62,57,59
female,group C,master's degree,free/reduced,none,75,65,79
female,group B,associate's degree,free/reduced,none,68,64,55
female,group B,some high school,standard,completed,93,83,63
male,group C,high school,standard,completed,64,60,50
male,group A,bachelor's degree,free/reduced,completed,76,81,50
male,group C,associate's degree,free/reduced,completed,86,85,79
female,group A,bachelor's degree,free/reduced,completed,79,86,69
